ts_unix_ms,ok
1779525458232,1
1779525458462,1
1779525458692,1
1779525458921,1
1779525459149,1
1779525459377,1
1779525459607,1
1779525459837,1
1779525460063,1
1779525460294,1
1779525460523,1
1779525460757,1
1779525460988,1
1779525461220,1
1779525461450,1
1779525461680,1
1779525461909,1
1779525462139,1
1779525462368,1
1779525462598,1
1779525462829,1
1779525463058,1
1779525463287,1
1779525463516,1
1779525463743,1
1779525463971,1
1779525464201,1
1779525464430,1
1779525464661,1
1779525464889,1
1779525465118,1
1779525465348,1
1779525465580,1
1779525465809,1
1779525466041,1
1779525466270,1
1779525466500,1
1779525466731,1
1779525466960,1
1779525467189,1
1779525467416,1
1779525467642,1
1779525467873,1
1779525468102,1
1779525468332,1
1779525468562,1
1779525468793,1
1779525469024,1
1779525469254,1
1779525469485,1
1779525469716,1
1779525469946,1
1779525470173,1
1779525470401,1
1779525470632,1
1779525470865,1
1779525471095,1
1779525471324,1
1779525471554,1
1779525471785,1
1779525472014,1
1779525472241,1
1779525472473,1
1779525472702,1
1779525472931,1
1779525473160,1
1779525473390,1
1779525473619,1
1779525473848,1
1779525474078,1
1779525474312,1
1779525474539,1
1779525474766,1
1779525475000,1
1779525475229,1
1779525475459,1
1779525475689,1
1779525475923,1
1779525476153,1
1779525476383,1
1779525476616,1
1779525476846,1
1779525477077,1
1779525477307,1
1779525477539,1
1779525477768,1
1779525477998,1
1779525478228,1
