ts_unix_ms,ok
1779537109653,1
1779537109884,1
1779537110113,1
1779537110345,1
1779537110576,1
1779537110805,1
1779537111031,1
1779537111262,1
1779537111500,1
1779537111731,1
1779537111961,1
1779537112191,1
1779537112421,1
1779537112648,1
1779537112879,1
1779537113110,1
1779537113339,1
1779537113568,1
1779537113798,1
1779537114029,1
1779537114257,1
1779537114489,1
1779537114721,1
1779537114954,1
1779537115184,1
1779537115408,1
1779537115636,1
1779537115864,1
1779537116094,1
1779537116326,1
1779537116560,1
1779537116800,1
1779537117031,1
1779537117282,1
1779537117526,1
1779537117778,1
1779537118023,1
1779537118274,1
1779537118539,1
1779537118770,1
1779537119010,1
1779537119261,1
1779537119496,1
1779537119740,1
1779537119986,1
1779537120240,1
1779537120480,1
1779537120723,1
1779537120947,1
1779537121201,1
1779537121447,1
1779537121707,1
1779537121938,1
1779537122197,1
1779537122444,1
1779537122697,1
1779537122953,1
1779537123183,1
1779537123413,1
1779537123652,1
1779537123888,1
1779537124118,0
1779537124359,0
1779537124610,1
1779537124860,0
1779537125108,1
1779537125362,1
1779537125616,1
1779537125858,1
1779537126090,1
1779537126340,1
1779537126587,1
1779537126838,1
1779537127090,1
1779537127331,1
1779537127572,1
1779537127830,1
1779537128082,1
1779537128324,1
1779537128572,1
1779537128833,1
1779537129090,1
1779537129336,1
1779537129587,1
1779537129846,1
1779537130083,1
1779537130328,1
1779537130567,1
1779537130816,1
1779537131060,1
1779537131320,1
1779537131554,1
1779537131809,1
1779537132059,1
1779537132299,1
1779537132557,1
1779537132812,1
1779537133053,1
1779537133319,1
1779537133581,1
1779537133826,1
1779537134042,1
1779537134269,1
1779537134501,1
1779537134729,1
1779537134960,1
1779537135189,1
1779537135419,1
1779537135648,1
1779537135880,1
1779537136112,1
1779537136343,1
1779537136574,1
1779537136805,1
1779537137036,1
1779537137266,1
1779537137497,1
1779537137725,1
1779537137960,1
1779537138190,1
1779537138419,1
1779537138646,1
1779537138876,1
1779537139111,1
1779537139340,1
1779537139571,1
1779537139800,1
1779537140028,1
