ts_unix_ms,ok
1779525813932,1
1779525814162,1
1779525814399,1
1779525814628,1
1779525814862,1
1779525815093,1
1779525815333,1
1779525815564,1
1779525815796,1
1779525816026,1
1779525816261,1
1779525816490,1
1779525816720,1
1779525816949,1
1779525817180,1
1779525817410,1
1779525817643,1
1779525817872,1
1779525818101,1
1779525818331,1
1779525818561,1
1779525818790,1
1779525819020,1
1779525819249,1
1779525819477,0
1779525819705,0
1779525819933,0
1779525820162,1
1779525820391,1
1779525820624,1
1779525820854,1
1779525821085,1
1779525821315,1
1779525821543,1
1779525821773,1
1779525822003,1
1779525822235,1
1779525822458,1
1779525822686,1
1779525822919,1
1779525823147,1
1779525823377,1
1779525823607,1
1779525823841,1
1779525824071,1
1779525824299,1
1779525824528,1
1779525824758,1
1779525824990,1
1779525825218,1
1779525825446,1
1779525825677,1
1779525825908,1
1779525826139,1
1779525826368,1
1779525826598,1
1779525826828,1
1779525827058,1
1779525827287,1
1779525827517,1
1779525827747,1
1779525827977,1
1779525828208,1
