window_start_unix_ms,window_end_unix_ms,window_seconds,experiment_id,node_name,node_ip,service_namespace,service_name,service_nodeport,routing_mode,has_remote_backend,delta_tcp_packets,delta_nodeport_hit,delta_backend_selected,delta_backend_lookup_miss,delta_rr_update,delta_snat_install,delta_request_rewrite,delta_revnat_hit,delta_ct_lookup_miss,delta_response_rewrite,delta_fwd_ct_hit,delta_new_conn,delta_map_miss,delta_rewrite_fail,delta_redirect_ok,delta_redirect_fail,delta_fallback_pass,ct_active_count,fwd_ct_active_count,gc_runs_in_window,gc_deleted_ct,gc_deleted_fwd_ct,ct_entry_timeout_seconds,ct_gc_interval_seconds,backend_total,backend_local,backend_remote,backend_total_delta,service_event_seen,slice_event_seen,node_event_seen,sync_reconcile_count,sync_upserted_services,sync_removed_services,label,label_source,anomaly_active,recovery_active
1779525364733,1779525365733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,465,465,0,0,0,600,30,2,1,1,2,1,1,1,2,1,0,normal,derived,0,0
1779525365733,1779525366733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,465,466,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525366733,1779525367733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,92,25,5,0,5,5,25,25,42,25,0,0,0,0,0,0,0,470,470,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525367733,1779525368733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,89,20,4,0,4,4,20,20,49,20,0,0,0,0,0,0,0,474,474,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525368733,1779525369733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,100,25,5,0,5,5,25,25,50,25,0,0,0,0,0,0,0,479,479,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525369733,1779525370733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,96,20,4,0,4,4,20,20,56,20,0,0,0,0,0,0,0,483,483,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525370733,1779525371733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,80,20,4,0,4,4,20,20,40,20,0,0,0,0,0,0,0,487,487,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525371733,1779525372733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,85,25,5,0,5,5,25,25,35,25,0,0,0,0,0,0,0,492,492,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525372733,1779525373733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,80,20,4,0,4,4,20,20,40,20,0,0,0,0,0,0,0,496,496,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525373733,1779525374733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,79,20,4,0,4,4,20,20,39,20,0,0,0,0,0,0,0,500,500,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525374733,1779525375733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,88,25,5,0,5,5,25,25,38,25,0,0,0,0,0,0,0,505,505,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525375733,1779525376733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,73,20,4,0,4,4,20,20,33,20,0,0,0,0,0,0,0,509,509,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779525376733,1779525377733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,224,20,4,0,4,4,20,20,184,20,0,0,0,0,0,0,0,513,513,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,control_plane_recovery,event_manifest,0,1
1779525377733,1779525378733,1.000,agent-restart-20260523T083558Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,100,25,5,0,5,5,25,25,50,25,0,0,0,0,0,0,0,518,518,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,control_plane_recovery,event_manifest,0,1
