ts_unix_ms,ok,status_code,latency_ms,error
1779602299751,0,0,0.922,ConnectionRefusedError
1779602300753,0,0,1001.398,ConnectionRefusedError
1779602301625,0,0,2001.198,TimeoutError
1779602301755,0,0,2002.626,TimeoutError
1779602301755,0,0,2002.790,TimeoutError
1779602301756,0,0,2002.584,TimeoutError
1779602301756,0,0,1.107,ConnectionRefusedError
1779602301757,0,0,2001.465,TimeoutError
1779602301760,0,0,2003.164,TimeoutError
1779602301760,0,0,2001.977,TimeoutError
1779602301760,0,0,2004.387,TimeoutError
1779602301761,0,0,2003.200,TimeoutError
1779602301761,0,0,2003.456,TimeoutError
1779602301762,0,0,2004.933,TimeoutError
1779602302548,0,0,2002.584,TimeoutError
1779602302755,0,0,2002.587,TimeoutError
1779602302756,0,0,0.804,ConnectionRefusedError
1779602302760,0,0,2001.726,TimeoutError
1779602302776,0,0,2001.584,TimeoutError
1779602302825,0,0,2002.479,TimeoutError
1779602303628,0,0,2002.639,TimeoutError
1779602303756,0,0,2000.942,TimeoutError
1779602303757,0,0,0.895,ConnectionRefusedError
1779602303758,0,0,2002.408,TimeoutError
1779602303759,0,0,2003.073,TimeoutError
1779602303759,0,0,2001.768,TimeoutError
1779602303764,0,0,2003.601,TimeoutError
1779602303764,0,0,2003.546,TimeoutError
1779602303765,0,0,2004.901,TimeoutError
1779602303765,0,0,2003.649,TimeoutError
1779602303765,0,0,2003.150,TimeoutError
1779602303766,0,0,2004.829,TimeoutError
1779602304551,0,0,2002.511,TimeoutError
1779602304757,0,0,2000.679,TimeoutError
1779602304758,0,0,0.747,ConnectionRefusedError
1779602304763,0,0,2002.413,TimeoutError
1779602304778,0,0,2002.373,TimeoutError
1779602304826,0,0,2000.745,TimeoutError
1779602305629,0,0,2001.589,TimeoutError
1779602305760,0,0,2002.438,TimeoutError
1779602305760,0,0,2001.738,TimeoutError
1779602305761,0,0,0.927,ConnectionRefusedError
1779602305761,0,0,2002.802,TimeoutError
1779602305762,0,0,2002.802,TimeoutError
1779602305768,0,0,2003.902,TimeoutError
1779602305768,0,0,2003.234,TimeoutError
1779602305769,0,0,2003.991,TimeoutError
1779602305769,0,0,2003.227,TimeoutError
1779602305770,0,0,2005.389,TimeoutError
1779602305770,0,0,2004.523,TimeoutError
1779602306553,0,0,2002.510,TimeoutError
1779602306760,0,0,2001.815,TimeoutError
1779602306761,0,0,0.946,ConnectionRefusedError
1779602306765,0,0,2002.456,TimeoutError
1779602306781,0,0,2002.400,TimeoutError
1779602306828,0,0,2002.479,TimeoutError
1779602307630,0,0,2000.790,TimeoutError
1779602307763,0,0,2002.502,TimeoutError
1779602307763,0,0,2002.515,TimeoutError
1779602307764,0,0,1.088,ConnectionRefusedError
1779602307764,0,0,2002.487,TimeoutError
1779602307765,0,0,2003.246,TimeoutError
1779602307771,0,0,2003.716,TimeoutError
1779602307772,0,0,2001.788,TimeoutError
1779602307772,0,0,2003.688,TimeoutError
1779602307772,0,0,2003.618,TimeoutError
1779602307773,0,0,2003.317,TimeoutError
1779602307773,0,0,2004.238,TimeoutError
1779602308556,0,0,2002.547,TimeoutError
1779602308658,1,200,1027.896,
1779602308660,1,200,2.117,
1779602308663,1,200,2.167,
1779602308665,1,200,1.982,
1779602308667,1,200,2.081,
1779602308669,1,200,1.958,
1779602308671,1,200,2.073,
1779602308673,1,200,1.822,
1779602308675,1,200,1.959,
1779602308676,1,200,1.864,
1779602308679,1,200,2.030,
1779602308681,1,200,2.008,
1779602308683,1,200,2.167,
1779602308685,1,200,2.084,
1779602308687,1,200,2.073,
1779602308689,1,200,2.243,
1779602308691,1,200,2.123,
1779602308693,1,200,2.059,
1779602308696,1,200,2.043,
1779602308698,1,200,2.027,
1779602308700,1,200,2.039,
1779602308702,1,200,2.071,
1779602308704,1,200,2.048,
1779602308706,1,200,2.419,
1779602308709,1,200,2.297,
1779602308711,1,200,2.304,
1779602308713,1,200,1.927,
1779602308715,1,200,1.916,
1779602308717,1,200,2.047,
1779602308719,1,200,2.082,
1779602308721,1,200,2.061,
1779602308723,1,200,2.216,
1779602308726,1,200,2.072,
1779602308728,1,200,2.130,
1779602308730,1,200,2.048,
1779602308732,1,200,2.051,
1779602308734,1,200,2.234,
1779602308736,1,200,2.223,
1779602308738,1,200,2.016,
1779602308740,1,200,1.892,
1779602308743,1,200,2.451,
1779602308745,1,200,2.220,
1779602308747,1,200,2.065,
1779602308749,1,200,2.022,
1779602308752,1,200,2.314,
1779602308754,1,200,1.968,
1779602308756,1,200,2.273,
1779602308758,1,200,2.218,
1779602308760,1,200,2.185,
1779602308763,1,200,2.278,
1779602308763,0,0,2002.408,TimeoutError
1779602308765,1,200,2.326,
1779602308766,1,200,2.682,
1779602308768,1,200,2.494,
1779602308768,0,0,2002.732,TimeoutError
1779602308769,1,200,2.836,
1779602308770,1,200,2.837,
1779602308772,1,200,3.598,
1779602308772,1,200,3.291,
1779602308773,1,200,2.399,
1779602308774,1,200,2.820,
1779602308775,1,200,2.845,
1779602308775,1,200,2.481,
1779602308778,1,200,3.224,
1779602308778,1,200,2.625,
1779602308779,1,200,4.243,
1779602308780,1,200,2.442,
1779602308781,1,200,2.972,
1779602308782,1,200,2.555,
1779602308784,1,200,2.413,
1779602308784,1,200,3.535,
1779602308784,0,0,2003.199,TimeoutError
1779602308787,1,200,5.315,
1779602308788,1,200,1024.489,
1779602308789,1,200,1016.062,
1779602308790,1,200,1025.040,
1779602308792,1,200,1028.938,
1779602308793,1,200,8.604,
1779602308794,1,200,1022.155,
1779602308794,1,200,1021.756,
1779602308794,1,200,1021.179,
1779602308796,1,200,1023.478,
1779602308796,1,200,1024.424,
1779602308798,1,200,14.813,
1779602308799,1,200,14.740,
1779602308801,1,200,7.829,
1779602308801,1,200,11.159,
1779602308802,1,200,14.723,
1779602308804,1,200,1039.027,
1779602308805,1,200,10.829,
1779602308806,1,200,11.899,
1779602308807,1,200,5.871,
1779602308807,1,200,12.945,
1779602308809,1,200,20.954,
1779602308810,1,200,20.733,
1779602308811,1,200,7.241,
1779602308811,1,200,12.587,
1779602308812,1,200,10.778,
1779602308813,1,200,3.907,
1779602308816,1,200,13.721,
1779602308816,1,200,10.741,
1779602308817,1,200,21.459,
1779602308818,1,200,10.229,
1779602308819,1,200,12.795,
1779602308820,1,200,12.572,
1779602308820,1,200,21.609,
1779602308821,1,200,24.564,
1779602308823,1,200,12.747,
1779602308824,1,200,31.861,
1779602308825,1,200,4.919,
1779602308826,1,200,7.061,
1779602308827,1,200,16.214,
1779602308828,1,200,16.197,
1779602308828,1,200,7.531,
1779602308829,1,200,9.052,
1779602308830,1,200,18.398,
1779602308830,1,200,14.369,
1779602308831,1,200,14.379,
1779602308833,0,0,2005.354,TimeoutError
1779602308837,1,200,10.026,
1779602308837,1,200,23.974,
1779602308838,1,200,12.776,
1779602308838,1,200,12.213,
1779602308838,1,200,20.484,
1779602308839,1,200,11.021,
1779602308840,1,200,11.774,
1779602308842,1,200,4.642,
1779602308842,1,200,8.557,
1779602308842,1,200,18.381,
1779602308845,1,200,14.718,
1779602308846,1,200,8.483,
1779602308847,1,200,31.072,
1779602308847,1,200,19.261,
1779602308850,1,200,7.700,
1779602308850,1,200,9.316,
1779602308850,1,200,11.258,
1779602308850,1,200,18.958,
1779602308852,1,200,13.881,
1779602308852,1,200,29.760,
1779602308853,1,200,10.803,
1779602308855,1,200,16.404,
1779602308858,1,200,9.954,
1779602308859,1,200,13.062,
1779602308860,1,200,9.683,
1779602308861,1,200,31.214,
1779602308861,1,200,23.391,
1779602308862,1,200,12.373,
1779602308863,1,200,8.326,
1779602308864,1,200,14.567,
1779602308865,1,200,14.283,
1779602308866,1,200,12.752,
1779602308867,1,200,24.583,
1779602308869,1,200,16.249,
1779602308869,1,200,10.023,
1779602308870,1,200,17.595,
1779602308871,1,200,10.990,
1779602308872,1,200,27.085,
1779602308873,1,200,26.209,
1779602308874,1,200,16.635,
1779602308875,1,200,5.518,
1779602308875,1,200,6.324,
1779602308876,1,200,13.208,
1779602308877,1,200,12.375,
1779602308878,1,200,16.904,
1779602308878,1,200,12.558,
1779602308881,1,200,14.045,
1779602308882,1,200,6.264,
1779602308883,1,200,18.179,
1779602308885,1,200,22.948,
1779602308886,1,200,24.451,
1779602308886,1,200,14.042,
1779602308887,1,200,5.668,
1779602308888,1,200,17.106,
1779602308889,1,200,11.507,
1779602308890,1,200,17.529,
1779602308892,1,200,15.229,
1779602308892,1,200,23.533,
1779602308893,1,200,9.455,
1779602308895,1,200,17.620,
1779602308895,1,200,19.998,
1779602308896,1,200,17.194,
1779602308896,1,200,8.652,
1779602308898,1,200,12.227,
1779602308899,1,200,12.395,
1779602308901,1,200,5.116,
1779602308901,1,200,20.217,
1779602308903,1,200,13.208,
1779602308903,1,200,28.784,
1779602308904,1,200,18.852,
1779602308904,1,200,11.916,
1779602308906,1,200,14.043,
1779602308908,1,200,9.107,
1779602308908,1,200,13.580,
1779602308908,1,200,13.209,
1779602308909,1,200,20.710,
1779602308909,1,200,7.772,
1779602308911,1,200,14.927,
1779602308912,1,200,21.350,
1779602308913,1,200,7.091,
1779602308914,1,200,6.083,
1779602308915,1,200,5.758,
1779602308915,1,200,6.723,
1779602308916,1,200,24.056,
1779602308917,1,200,15.789,
1779602308918,1,200,14.419,
1779602308919,1,200,21.135,
1779602308920,1,200,9.799,
1779602308921,1,200,12.558,
1779602308921,1,200,18.203,
1779602308922,1,200,9.148,
1779602308925,1,200,20.262,
1779602308927,1,200,23.524,
1779602308928,1,200,10.059,
1779602308929,1,200,7.599,
1779602308929,1,200,12.474,
1779602308930,1,200,14.476,
1779602308930,1,200,16.073,
1779602308931,1,200,16.095,
1779602308931,1,200,11.024,
1779602308932,1,200,14.851,
1779602308933,1,200,6.500,
1779602308935,1,200,15.775,
1779602308937,1,200,27.206,
1779602308938,1,200,9.689,
1779602308939,1,200,16.601,
1779602308940,1,200,15.380,
1779602308941,1,200,10.828,
1779602308941,1,200,7.941,
1779602308942,1,200,13.185,
1779602308945,1,200,13.860,
1779602308945,1,200,15.291,
1779602308947,1,200,15.121,
1779602308947,1,200,18.431,
1779602308948,1,200,8.939,
1779602308948,1,200,27.119,
1779602308948,1,200,16.419,
1779602308951,1,200,15.603,
1779602308953,1,200,8.050,
1779602308954,1,200,6.558,
1779602308955,1,200,16.154,
1779602308955,1,200,18.525,
1779602308957,1,200,15.601,
1779602308958,1,200,9.603,
1779602308958,1,200,11.028,
1779602308959,1,200,13.620,
1779602308959,1,200,18.693,
1779602308959,1,200,18.348,
1779602308960,1,200,9.283,
1779602308960,1,200,48.385,
1779602308963,1,200,21.211,
1779602308964,1,200,15.134,
1779602308964,1,200,17.471,
1779602308967,1,200,6.708,
1779602308968,1,200,9.877,
1779602308969,1,200,14.523,
1779602308969,1,200,13.934,
1779602308970,1,200,12.102,
1779602308971,1,200,11.629,
1779602308972,1,200,8.300,
1779602308972,1,200,13.626,
1779602308973,1,200,20.261,
1779602308974,1,200,16.861,
1779602308975,1,200,20.445,
1779602308976,1,200,16.021,
1779602308977,1,200,9.486,
1779602308979,1,200,9.694,
1779602308979,1,200,15.663,
1779602308980,1,200,20.834,
1779602308980,1,200,11.721,
1779602308982,1,200,8.974,
1779602308985,1,200,7.481,
1779602308985,1,200,12.834,
1779602308986,1,200,15.775,
1779602308989,1,200,17.924,
1779602308990,1,200,13.183,
1779602308990,1,200,23.222,
1779602308990,1,200,18.258,
1779602308991,1,200,10.658,
1779602308991,1,200,9.432,
1779602308992,1,200,27.921,
1779602308993,1,200,19.208,
1779602308994,1,200,13.188,
1779602308996,1,200,10.413,
1779602308997,1,200,17.385,
1779602308998,1,200,6.986,
1779602308999,1,200,8.097,
1779602308999,1,200,10.143,
1779602308999,1,200,20.532,
1779602309002,1,200,26.731,
1779602309002,1,200,12.120,
1779602309006,1,200,21.072,
1779602309007,1,200,16.594,
1779602309007,1,200,7.885,
1779602309007,1,200,17.673,
1779602309008,1,200,15.412,
1779602309008,1,200,11.239,
1779602309009,1,200,10.150,
1779602309009,1,200,12.867,
1779602309009,1,200,23.981,
1779602309011,1,200,17.830,
1779602309013,1,200,4.892,
1779602309013,1,200,4.163,
1779602309015,1,200,21.245,
1779602309016,1,200,7.107,
1779602309017,1,200,10.039,
1779602309017,1,200,18.426,
1779602309018,1,200,15.494,
1779602309019,1,200,5.649,
1779602309020,1,200,12.181,
1779602309020,1,200,14.320,
1779602309023,1,200,20.829,
1779602309023,1,200,15.927,
1779602309023,1,200,12.593,
1779602309024,1,200,10.983,
1779602309025,1,200,25.187,
1779602309025,1,200,16.388,
1779602309027,1,200,10.697,
1779602309028,1,200,20.520,
1779602309028,1,200,12.645,
1779602309029,1,200,14.105,
1779602309031,1,200,10.351,
1779602309033,1,200,4.341,
1779602309034,1,200,15.280,
1779602309036,1,200,18.269,
1779602309036,1,200,12.111,
1779602309037,1,200,17.166,
1779602309038,1,200,19.653,
1779602309039,1,200,10.310,
1779602309041,1,200,17.954,
1779602309042,1,200,5.108,
1779602309043,1,200,9.662,
1779602309044,1,200,20.153,
1779602309044,1,200,18.397,
1779602309044,1,200,13.389,
1779602309045,1,200,9.298,
1779602309046,1,200,18.189,
1779602309047,1,200,9.636,
1779602309048,1,200,25.000,
1779602309048,1,200,23.688,
1779602309052,1,200,10.533,
1779602309052,1,200,10.580,
1779602309053,1,200,10.665,
1779602309055,1,200,27.182,
1779602309055,1,200,19.395,
1779602309056,1,200,11.515,
1779602309057,1,200,9.182,
1779602309059,1,200,10.591,
1779602309059,1,200,15.730,
1779602309060,1,200,15.143,
1779602309061,1,200,21.716,
1779602309062,1,200,9.221,
1779602309063,1,200,6.235,
1779602309065,1,200,30.771,
1779602309066,1,200,19.250,
1779602309067,1,200,13.207,
1779602309068,1,200,16.146,
1779602309068,1,200,24.352,
1779602309070,1,200,10.428,
1779602309070,1,200,8.841,
1779602309071,1,200,9.207,
1779602309071,1,200,16.711,
1779602309073,1,200,7.116,
1779602309074,1,200,17.792,
1779602309074,1,200,15.286,
1779602309075,1,200,15.276,
1779602309077,1,200,10.566,
1779602309078,1,200,9.807,
1779602309078,1,200,9.880,
1779602309080,1,200,14.630,
1779602309083,1,200,11.445,
1779602309083,1,200,9.937,
1779602309084,1,200,13.822,
1779602309084,1,200,10.898,
1779602309085,1,200,29.881,
1779602309086,1,200,10.145,
1779602309086,1,200,23.042,
1779602309087,1,200,15.409,
1779602309087,1,200,17.278,
1779602309089,1,200,14.397,
1779602309090,1,200,13.031,
1779602309092,1,200,8.288,
1779602309093,1,200,6.631,
1779602309094,1,200,8.801,
1779602309095,1,200,11.786,
1779602309096,1,200,17.955,
1779602309097,1,200,11.269,
1779602309097,1,200,19.228,
1779602309098,1,200,14.995,
1779602309099,1,200,8.559,
1779602309100,1,200,15.349,
1779602309102,1,200,5.005,
1779602309102,1,200,9.945,
1779602309107,1,200,17.887,
1779602309107,1,200,27.112,
1779602309107,1,200,14.692,
1779602309108,1,200,12.725,
1779602309109,1,200,13.834,
1779602309109,1,200,11.583,
1779602309110,1,200,7.477,
1779602309112,1,200,14.063,
1779602309113,1,200,10.735,
1779602309113,1,200,18.829,
1779602309114,1,200,15.216,
1779602309115,1,200,14.864,
1779602309117,1,200,9.474,
1779602309118,1,200,9.738,
1779602309119,1,200,32.466,
1779602309120,1,200,9.818,
1779602309120,1,200,11.407,
1779602309123,1,200,14.472,
1779602309126,1,200,8.769,
1779602309126,1,200,13.436,
1779602309127,1,200,39.898,
1779602309128,1,200,15.663,
1779602309128,1,200,21.511,
1779602309129,1,200,16.244,
1779602309133,1,200,4.958,
1779602309133,1,200,13.772,
1779602309134,1,200,10.473,
1779602309134,1,200,6.983,
1779602309135,1,200,27.366,
1779602309135,1,200,19.933,
1779602309135,1,200,21.275,
1779602309137,1,200,16.126,
1779602309137,1,200,11.436,
1779602309138,1,200,8.713,
1779602309142,1,200,8.400,
1779602309142,1,200,24.123,
1779602309143,1,200,16.692,
1779602309144,1,200,16.898,
1779602309146,1,200,9.453,
1779602309147,1,200,9.877,
1779602309148,1,200,14.155,
1779602309150,1,200,15.993,
1779602309150,1,200,8.571,
1779602309150,1,200,8.146,
1779602309154,1,200,34.977,
1779602309155,1,200,16.631,
1779602309155,1,200,7.380,
1779602309156,1,200,11.259,
1779602309156,1,200,21.921,
1779602309156,1,200,21.293,
1779602309157,1,200,13.660,
1779602309157,1,200,9.963,
1779602309158,1,200,23.643,
1779602309160,1,200,5.156,
1779602309160,1,200,10.408,
1779602309161,1,200,25.419,
1779602309162,1,200,11.161,
1779602309163,1,200,17.115,
1779602309164,1,200,6.884,
1779602309165,1,200,4.174,
1779602309166,1,200,8.860,
1779602309167,1,200,10.623,
1779602309169,1,200,10.268,
1779602309169,1,200,12.500,
1779602309169,1,200,9.304,
1779602309170,1,200,15.610,
1779602309173,1,200,13.146,
1779602309174,1,200,18.038,
1779602309174,1,200,18.118,
1779602309175,1,200,9.123,
1779602309175,1,200,24.714,
1779602309176,1,200,7.273,
1779602309177,1,200,8.045,
1779602309178,1,200,11.621,
1779602309181,1,200,16.367,
1779602309182,1,200,9.497,
1779602309183,1,200,19.400,
1779602309184,1,200,9.853,
1779602309187,1,200,16.374,
1779602309187,1,200,11.098,
1779602309187,1,200,8.950,
1779602309188,1,200,18.617,
1779602309188,1,200,24.053,
1779602309189,1,200,13.590,
1779602309189,1,200,14.091,
1779602309189,1,200,15.520,
1779602309190,1,200,27.841,
1779602309190,1,200,12.446,
1779602309191,1,200,9.531,
1779602309193,1,200,5.983,
1779602309193,1,200,10.543,
1779602309195,1,200,7.610,
1779602309195,1,200,8.130,
1779602309198,1,200,7.728,
1779602309201,1,200,16.801,
