ts_unix_ms,ok
1779525122283,1
1779525122512,1
1779525122740,1
1779525122969,1
1779525123197,1
1779525123427,1
1779525123658,1
1779525123888,1
1779525124116,1
1779525124344,1
1779525124575,1
1779525124806,1
1779525125035,1
1779525125264,1
1779525125492,1
1779525125722,1
1779525125952,1
1779525126183,1
1779525126412,1
1779525126640,1
1779525126870,1
1779525127101,1
1779525127332,1
1779525127562,1
1779525127793,1
1779525128022,1
1779525128253,1
1779525128483,1
1779525128712,1
1779525128942,1
1779525129172,1
1779525129400,1
1779525129631,1
1779525129862,1
1779525130085,1
1779525130315,1
1779525130544,1
1779525130778,1
1779525131006,1
1779525131234,1
1779525131463,1
1779525131693,1
1779525131925,1
1779525132154,1
1779525132380,1
1779525132605,1
1779525132834,1
1779525133068,1
1779525133300,1
1779525133531,1
1779525133759,1
1779525133989,1
1779525134218,1
1779525134448,1
1779525134676,1
1779525134906,1
1779525135135,1
1779525135365,1
1779525135594,1
1779525135825,1
1779525136054,1
1779525136285,1
1779525136515,1
1779525136744,1
1779525136975,1
1779525137207,1
1779525137436,1
1779525137666,1
1779525137896,1
1779525138127,1
1779525138355,1
1779525138585,1
1779525138814,1
1779525139044,1
1779525139273,1
1779525139504,1
1779525139734,1
1779525139965,1
1779525140194,1
1779525140422,1
1779525140651,1
1779525140882,1
1779525141113,1
1779525141344,1
1779525141576,1
1779525141807,1
1779525142036,1
1779525142265,1
1779525142496,1
1779525142728,1
1779525142955,1
1779525143186,1
1779525143414,1
1779525143642,1
1779525143872,1
1779525144103,1
1779525144334,1
1779525144563,1
1779525144793,1
1779525145022,1
1779525145251,1
1779525145481,1
1779525145710,1
1779525145944,1
1779525146175,1
1779525146404,1
1779525146635,1
1779525146865,1
1779525147094,1
1779525147327,1
1779525147559,1
1779525147790,1
1779525148021,1
1779525148251,1
1779525148481,1
1779525148713,1
1779525148942,1
1779525149172,1
1779525149402,1
1779525149632,1
1779525149871,1
1779525150101,1
1779525150327,1
1779525150554,1
1779525150781,1
1779525151011,1
1779525151244,1
1779525151473,1
1779525151703,1
1779525151940,1
1779525152170,1
