ts_unix_ms,ok
1779537166814,1
1779537167042,1
1779537167274,1
1779537167503,1
1779537167736,1
1779537167967,1
1779537168197,1
1779537168429,1
1779537168658,1
1779537168887,1
1779537169118,1
1779537169350,1
1779537169581,1
1779537169812,1
1779537170039,1
1779537170267,1
1779537170501,1
1779537170724,1
1779537170954,1
1779537171176,1
1779537171407,1
1779537171636,1
1779537171866,1
1779537172097,1
1779537172332,1
1779537172562,1
1779537172790,1
1779537173020,1
1779537173256,0
1779537173487,1
1779537173715,0
1779537173942,0
1779537174169,0
1779537174409,0
1779537174636,1
1779537174863,1
1779537175107,1
1779537175337,1
1779537175730,1
1779537175959,1
1779537176351,1
1779537176581,1
1779537176810,1
1779537177203,1
1779537177432,1
1779537177654,1
1779537178043,1
1779537178433,1
1779537178824,1
1779537179055,1
1779537179284,1
1779537179676,1
1779537179905,1
1779537180132,1
1779537180359,1
1779537180589,1
1779537180980,1
1779537181214,1
1779537181614,1
1779537181848,1
1779537182240,1
1779537182927,1
1779537183319,1
1779537183551,1
1779537183942,1
1779537184334,1
1779537184563,1
1779537184954,1
1779537185345,1
1779537185579,1
1779537185972,1
1779537186203,1
1779537186435,1
1779537186665,1
1779537186896,1
1779537187128,1
1779537187359,1
1779537187590,1
1779537187819,1
1779537188050,1
1779537188281,1
1779537188511,1
1779537188742,1
1779537188975,1
1779537189204,1
1779537189439,1
1779537189669,1
1779537189899,1
1779537190127,1
1779537190357,1
1779537190586,1
1779537190813,1
1779537191041,1
1779537191273,1
1779537191503,1
1779537191733,1
1779537191963,1
1779537192194,1
