window_start_unix_ms,window_end_unix_ms,window_seconds,experiment_id,node_name,node_ip,service_namespace,service_name,service_nodeport,routing_mode,has_remote_backend,delta_tcp_packets,delta_nodeport_hit,delta_backend_selected,delta_backend_lookup_miss,delta_rr_update,delta_snat_install,delta_request_rewrite,delta_revnat_hit,delta_ct_lookup_miss,delta_response_rewrite,delta_fwd_ct_hit,delta_new_conn,delta_map_miss,delta_rewrite_fail,delta_redirect_ok,delta_redirect_fail,delta_fallback_pass,ct_active_count,fwd_ct_active_count,gc_runs_in_window,gc_deleted_ct,gc_deleted_fwd_ct,ct_entry_timeout_seconds,ct_gc_interval_seconds,backend_total,backend_local,backend_remote,backend_total_delta,service_event_seen,slice_event_seen,node_event_seen,sync_reconcile_count,sync_upserted_services,sync_removed_services,label,label_source,anomaly_active,recovery_active
1779537107495,1779537108495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,217,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,13845,13845,0,0,0,600,30,2,1,1,2,1,1,1,2,1,0,normal,derived,0,0
1779537108495,1779537109495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,159,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,13845,13845,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779537109495,1779537110495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,273,20,0,0,0,0,20,20,233,20,0,0,0,0,0,0,0,13845,13845,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779537110495,1779537111495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,247,25,0,0,0,0,25,25,197,25,0,0,0,0,0,0,0,13845,13845,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779537111495,1779537112495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,277,20,0,0,0,0,20,20,237,20,0,0,0,0,0,0,0,13845,13845,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779537112495,1779537113495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,265,20,0,0,0,0,20,20,225,20,0,0,0,0,0,0,0,13845,13845,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779537113495,1779537114495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,279,25,1,0,1,1,25,25,229,25,0,0,0,0,0,0,0,13846,13846,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,normal,derived,0,0
1779537114495,1779537115495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,377,20,0,0,0,0,20,20,337,20,0,0,0,0,0,0,0,13846,13846,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
1779537115495,1779537116495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,1098,319,1,0,1,1,321,312,471,312,0,0,0,0,0,0,0,13847,13848,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
1779537116495,1779537117495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,19025,6273,18,0,18,18,6272,6272,6476,6272,0,0,0,0,0,0,0,13869,13870,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
1779537117495,1779537118495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,19980,6610,38,0,38,38,6610,6606,6768,6606,0,0,0,0,0,0,0,13905,13907,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
1779537118495,1779537119495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,19109,6296,12,0,12,12,6295,6292,6519,6292,0,0,0,0,0,0,0,13916,13917,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
1779537119495,1779537120495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,19541,6453,27,0,27,27,6453,6454,6632,6454,0,0,0,0,0,0,0,13943,13944,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
1779537120495,1779537121495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,19122,6304,21,0,21,21,6304,6304,6514,6304,0,0,0,0,0,0,0,13963,13964,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
1779537121495,1779537122495,1.000,traffic-burst-20260523T114200Z,k8s-worker1,192.168.1.202,ebpf-nodeport-test,nodeport-echo,30080,encap,1,18832,6204,9,0,9,9,6204,6200,6432,6200,0,0,0,0,0,0,0,13972,13973,0,0,0,600,30,2,1,1,0,0,0,0,0,0,0,load_surge,event_manifest,1,0
