ts_unix_ms,ok
1779525758492,1
1779525758721,1
1779525758950,1
1779525759180,1
1779525759409,1
1779525759638,1
1779525759870,1
1779525760097,1
1779525760327,1
1779525760557,1
1779525760787,1
1779525761017,1
1779525761248,1
1779525761477,1
1779525761707,1
1779525761940,1
1779525762172,1
1779525762399,1
1779525762628,1
1779525762856,1
1779525763087,1
1779525763316,1
1779525763544,1
1779525763771,1
1779525764000,1
1779525764229,1
1779525764460,1
1779525764689,1
1779525764917,1
1779525765133,1
1779525765356,1
1779525765571,1
1779525765786,1
1779525766000,1
1779525766215,1
1779525766432,1
1779525766649,1
1779525766873,1
1779525767103,1
1779525767335,1
1779525767556,1
1779525767783,1
1779525768010,1
1779525768239,1
1779525768466,1
1779525768694,1
1779525768919,1
1779525769145,1
1779525769374,1
1779525769604,1
1779525769835,1
1779525770061,1
1779525770276,1
1779525770498,1
1779525770726,1
1779525770955,1
1779525771185,1
1779525771401,1
1779525771615,1
1779525771830,1
1779525772050,1
1779525772267,1
1779525772488,1
1779525772703,1
1779525772921,1
1779525773138,1
1779525773358,1
1779525773582,1
1779525773802,1
1779525774022,1
1779525774247,1
1779525774483,1
1779525774709,1
1779525776936,0
1779525777156,1
1779525777371,1
1779525777591,1
1779525777813,1
1779525778041,1
1779525778269,1
1779525778496,1
1779525778726,1
1779525778956,1
1779525781187,0
1779525783417,0
1779525783646,1
1779525783874,1
1779525784101,1
1779525784328,1
1779525784557,1
1779525784790,1
1779525785020,1
1779525785251,1
1779525785485,1
1779525785715,1
1779525785944,1
